,condition,odometer,mmr,sellingprice,using_time
496692,4.4,32193.0,26600,27100,1
364322,4.2,70855.0,8050,8000,4
237924,2.0,42399.0,17650,14400,4
243391,3.7,33590.0,25800,25000,3
406216,3.8,63138.0,14050,14300,3
482542,4.0,22961.0,15950,16100,1
532833,2.6,171469.0,625,400,14
219022,3.4,31994.0,17050,14800,3
475870,,118278.0,8875,7800,10
366606,3.7,94167.0,6825,7700,6
474795,2.3,53235.0,9100,6700,3
291578,4.3,37591.0,17700,18000,1
335592,4.4,40942.0,13150,12200,1
410758,4.8,37037.0,14850,14000,1
25298,1.6,62935.0,7050,5100,3
99448,4.0,40524.0,10400,11300,2
523526,3.2,18285.0,29700,28100,1
407359,4.3,16637.0,15750,15100,3
438957,2.5,103405.0,2950,2000,8
234542,3.0,138550.0,3025,3200,8
109136,3.4,34248.0,10800,11200,2
415521,4.3,69600.0,12600,12800,5
176645,3.9,54126.0,12250,12000,2
59051,3.0,25270.0,18100,18700,1
100183,3.3,70966.0,8050,9400,8
424605,3.7,51895.0,16150,16800,6
205662,4.4,15252.0,12750,12200,1
192065,1.9,105807.0,1350,750,13
545178,1.9,20478.0,21600,17000,2
430745,2.0,159031.0,1125,850,11
33048,2.9,56132.0,10900,10700,2
88961,4.4,25948.0,17850,18200,2
140949,4.2,31698.0,12400,12300,3
511908,1.9,128493.0,5425,3100,7
127212,4.3,3421.0,20500,20900,1
277430,2.2,127446.0,2300,2700,9
90343,2.0,218052.0,1025,400,26
418913,4.3,34363.0,13250,14800,3
313538,3.7,69853.0,10600,10000,2
132371,3.6,19591.0,21800,22000,3
54436,2.2,146739.0,1625,2000,13
203198,4.7,28052.0,14350,14700,1
539698,2.3,133788.0,13550,11400,5
53076,4.2,29499.0,19750,19700,1
46310,2.9,88238.0,4500,6000,9
407778,1.9,185648.0,1675,1800,11
145040,3.4,50117.0,8100,8500,8
180798,3.6,37148.0,14800,15300,2
85180,3.4,40263.0,13600,13400,4
23007,4.6,13872.0,34300,40200,5
165605,4.5,37052.0,46100,46250,2
305835,4.2,31699.0,20700,22000,6
186064,3.1,169488.0,1125,900,11
424046,3.5,21781.0,11450,12200,2
168571,2.9,42542.0,15150,14000,3
534271,2.5,102270.0,1825,1000,11
146917,3.7,29495.0,11750,11800,2
402293,4.3,18887.0,21300,18900,1
535852,4.2,60711.0,13350,12700,3
193871,1.9,102512.0,4025,1900,10
240153,3.5,56130.0,10050,9700,3
454890,2.1,121711.0,2225,2000,11
268664,3.4,49649.0,17300,16400,4
33173,4.5,59676.0,18800,18900,3
247672,3.5,35919.0,11050,10000,3
274475,3.2,73804.0,7100,5400,8
25429,4.2,79351.0,19550,25000,10
74388,,89763.0,4350,4900,8
251239,4.8,24491.0,27000,28000,4
164385,4.6,12434.0,11900,12400,2
337407,3.3,183341.0,3000,2700,12
429798,3.5,80497.0,7425,8200,5
377263,2.0,85173.0,6925,6000,7
262680,4.1,131812.0,5225,5000,7
182491,4.3,50396.0,20700,22600,3
234412,3.4,109145.0,13900,14200,7
99765,4.6,30099.0,28400,29000,2
485324,4.8,20334.0,18750,19800,2
32851,3.7,22304.0,53700,50500,2
306260,3.4,34523.0,12500,12200,1
257656,4.1,43809.0,26600,25400,3
115643,3.6,59499.0,10150,9500,4
301535,3.8,32387.0,9875,11000,3
16830,3.8,73103.0,15650,16800,5
146422,2.9,142612.0,3525,3400,9
460915,2.8,189790.0,1575,4100,14
278585,4.5,20165.0,12600,13000,1
413970,3.8,33743.0,19000,18800,1
211926,2.3,118042.0,4050,4200,9
324444,4.2,94865.0,5150,4600,8
389938,3.7,165827.0,2775,2400,8
209706,2.6,30930.0,26100,24200,3
43891,3.4,60115.0,17950,21000,2
335298,2.8,103326.0,7375,7200,12
548879,2.3,50833.0,8875,10100,3
489539,1.9,97370.0,3500,2100,8
284083,3.5,113601.0,3775,4100,8
196685,3.4,43691.0,14050,13800,3
136860,3.6,71637.0,12800,15000,5
537666,2.0,135593.0,750,300,10
511993,5.0,30137.0,34300,33300,1
55268,3.8,74480.0,21500,22000,8
31946,3.4,49630.0,33600,37000,5
58611,2.0,109133.0,4475,4100,7
530353,2.1,109181.0,6650,5700,6
489725,3.9,34415.0,16850,16100,4
127249,5.0,13653.0,19000,17700,1
168769,4.8,33640.0,13300,14700,3
201731,4.1,66195.0,16700,15000,3
47162,2.5,163475.0,11450,12100,7
362217,4.1,43085.0,16050,16900,5
484780,1.9,83042.0,3750,4900,11
321618,4.8,5287.0,19900,20800,0
208048,3.7,24788.0,10600,10600,3
464931,1.9,154386.0,1400,2550,14
67711,2.5,25669.0,26600,25000,3
540871,3.9,64573.0,14300,15700,2
214442,4.2,194348.0,2425,3400,9
95830,3.5,20989.0,11750,12750,3
329427,1.0,48543.0,6150,1300,7
399988,3.3,31898.0,8700,9500,1
461607,3.0,117446.0,4225,3100,8
439256,4.0,16964.0,19050,18500,1
394540,4.9,9007.0,20100,20200,1
247815,1.9,93722.0,5100,2400,5
238206,3.2,70249.0,7775,7000,7
484432,4.0,22626.0,12700,12900,1
410846,4.9,11642.0,26300,26300,2
6588,3.5,33284.0,28300,28250,2
376696,4.0,39056.0,12550,12600,3
150495,4.2,102694.0,4975,4900,7
407690,3.7,61319.0,10100,9800,4
160589,3.3,220732.0,7050,7800,11
148935,3.1,77673.0,16300,18500,7
149494,1.9,53950.0,8975,8600,2
335928,2.7,99346.0,3875,3350,9
492819,4.6,45904.0,23900,24700,3
329767,2.9,113447.0,7150,7100,9
62187,4.5,6398.0,14750,15000,1
351396,4.2,14708.0,16050,16300,2
150390,3.6,45335.0,11550,13000,3
216242,4.5,23528.0,28800,31500,1
99282,3.8,6669.0,15700,15700,1
517514,3.6,47584.0,13750,13700,1
329077,3.9,42348.0,13500,13400,3
96058,1.8,36925.0,11650,9900,5
316234,,204702.0,3550,3700,10
387589,4.6,37329.0,14050,14200,4
84545,4.4,20399.0,16950,12700,2
435256,2.1,226770.0,2750,1800,11
21263,1.9,118395.0,5425,5600,10
349748,4.1,64133.0,14200,13900,2
334352,4.4,2389.0,26200,26000,1
172634,2.8,247187.0,2625,3100,11
7227,3.8,109472.0,5350,5600,8
73645,,1.0,9300,13250,5
220590,1.9,135816.0,3200,3500,12
306118,3.4,119841.0,9525,7400,5
465510,2.0,135372.0,2100,1500,10
404196,1.9,32243.0,19050,15400,3
462657,4.3,78360.0,10350,10200,4
469123,2.5,45249.0,12100,11000,2
287744,1.9,92575.0,1075,800,18
383958,3.4,28089.0,12050,11500,4
365415,4.3,39881.0,14350,14500,4
201174,1.9,33166.0,8775,6300,4
311601,5.0,3147.0,15550,16300,1
116561,3.5,26618.0,40500,40500,1
81163,2.2,107898.0,2750,3300,7
137151,4.9,10091.0,38400,38250,1
68523,2.3,67758.0,11200,9900,2
318530,4.5,16329.0,13900,14100,1
78827,3.7,48782.0,10500,10800,2
538007,3.6,57614.0,14800,15100,3
388231,4.9,12365.0,18050,17900,1
55976,2.9,80366.0,25500,26250,9
374132,4.2,137302.0,3875,5100,7
401377,2.1,58079.0,8025,6300,1
31887,3.2,55412.0,9600,11100,4
100864,3.7,57705.0,9350,10900,6
230621,3.3,72951.0,5875,5600,10
255900,3.8,39175.0,13300,13000,2
363642,2.0,131426.0,6075,5700,11
33088,3.5,52931.0,14300,13900,2
99284,4.5,10222.0,15500,16300,1
297730,3.5,33429.0,14550,15400,3
438364,5.0,15875.0,19250,18700,1
262332,4.3,12134.0,21700,22200,1
313688,4.4,22221.0,13550,13600,2
492346,4.6,42007.0,22300,21800,2
85172,3.6,47378.0,15850,15000,4
194914,1.9,66845.0,6575,3600,8
175724,4.8,9835.0,10250,10800,2
160149,4.4,31508.0,14400,14900,3
392245,4.9,123139.0,5825,8000,11
62051,2.9,67162.0,19950,18000,4
21829,3.0,38289.0,10600,11000,2
148024,4.4,18635.0,22800,22000,0
249870,4.9,14753.0,21000,21900,1
438649,1.9,84871.0,7175,4000,8
195696,2.3,91476.0,4375,4800,6
292784,2.7,56920.0,10500,11700,2
234473,,145365.0,3650,2600,8
61939,3.9,24889.0,11150,11250,2
195429,1.9,165069.0,2400,3300,8
181967,5.0,23899.0,13550,14300,1
57635,4.1,70448.0,15650,12000,8
59190,4.2,30386.0,35700,35500,3
215117,3.9,36629.0,10450,12000,3
328793,3.5,36222.0,16050,15100,2
405327,2.7,101253.0,6525,6400,11
164993,3.4,18362.0,11400,11700,2
39287,2.5,18056.0,22500,18500,2
209010,2.0,64197.0,11050,10900,7
477745,4.7,22443.0,11700,17500,2
213393,3.2,23723.0,17350,18000,4
123532,3.7,16468.0,20700,18900,2
513330,3.9,40662.0,23700,23700,1
280788,1.9,116202.0,1900,1900,13
433882,4.1,16732.0,23400,23400,0
333862,1.9,106775.0,5675,4000,9
100735,3.9,61856.0,11850,11300,3
200464,3.6,52736.0,6150,7900,7
10655,2.0,185292.0,1450,1000,10
2811,4.4,76639.0,8700,11300,5
482559,3.0,46628.0,12200,12300,3
185162,3.4,40857.0,13400,12100,3
107765,2.8,42273.0,9125,6000,3
23933,3.4,67791.0,5150,5900,10
183898,3.8,16088.0,24900,24200,0
528028,2.2,68563.0,5125,2900,9
71718,4.6,69373.0,9650,10800,7
421821,3.7,119585.0,4400,3500,9
318537,3.8,80460.0,16300,16700,2
149453,3.7,25766.0,27500,25500,1
403128,4.1,39526.0,11800,11100,3
188317,3.0,64004.0,16600,17700,3
173907,2.6,18054.0,24500,21000,1
177175,4.2,95557.0,30000,25100,3
312531,3.4,18373.0,27400,25800,4
50076,2.2,171460.0,2125,3100,12
6895,3.7,114932.0,16100,17500,6
178917,4.1,29943.0,16550,16800,1
73643,,115028.0,16300,17400,5
488102,2.4,48347.0,8900,7000,3
503881,5.0,23807.0,22600,23000,0
122765,3.5,103061.0,6225,7100,7
527631,5.0,14312.0,17100,17300,1
494274,1.9,74599.0,8300,7550,4
23585,3.9,54041.0,10900,13000,6
334331,2.6,197593.0,3225,2175,13
473649,4.3,72819.0,10950,10700,3
471453,2.0,113694.0,4350,4100,7
455530,2.5,98552.0,13500,13000,4
12813,4.8,10820.0,18500,18400,1
372365,2.6,171853.0,3550,2700,7
373676,4.2,30617.0,15000,15800,4
6650,4.9,45684.0,35800,36750,3
140185,3.4,22964.0,11900,9700,2
270440,2.5,131735.0,9175,6100,7
418873,4.4,20416.0,38100,37500,2
249230,1.9,80020.0,11700,10000,7
538292,3.5,53661.0,14300,14300,2
449524,1.9,165266.0,1500,1000,16
527628,3.8,12817.0,16850,14800,3
453124,3.0,102994.0,700,1900,21
116512,3.6,54229.0,9175,9000,1
94130,3.7,90975.0,10300,11900,9
63818,3.3,94572.0,13800,15000,12
232053,1.9,240068.0,3250,3400,8
280155,3.8,194696.0,5375,5000,8
371670,4.8,17538.0,35900,35300,0
409596,4.7,24157.0,13650,14800,3
21396,3.2,130845.0,4000,3500,11
478846,4.3,40577.0,17450,17200,1
417036,3.9,121286.0,8000,8500,4
118757,2.8,121746.0,13800,13700,9
323495,1.9,91515.0,5425,5000,7
476843,3.9,31123.0,14950,15600,2
446931,3.6,135495.0,3925,4500,8
255517,3.9,123666.0,15400,17600,7
21859,4.9,8452.0,54500,53000,1
314386,3.4,59499.0,2500,3200,13
406444,4.0,35742.0,20700,21500,4
114039,2.8,97786.0,11500,13700,8
243545,4.5,21695.0,19050,19200,3
478627,4.1,22530.0,12800,13400,3
299400,4.2,51652.0,11200,11700,2
449283,1.9,140775.0,4700,5400,11
493028,3.1,49690.0,11250,11000,2
139981,3.8,54186.0,9900,9400,2
26163,4.9,79861.0,12500,11800,9
185372,4.0,51419.0,14500,14300,1
462389,3.7,174176.0,1175,2450,12
437433,1.9,173459.0,1275,1050,17
5827,4.8,3937.0,20400,19750,0
259472,5.0,7.0,36900,36000,1
235281,,80107.0,2050,1200,10
538656,3.6,59802.0,11650,12800,2
165424,3.9,65916.0,11100,10900,2
504968,4.3,33770.0,13000,13900,3
225354,3.7,7869.0,22600,21900,1
1313,2.6,30100.0,18850,15000,2
375069,4.7,56976.0,21200,21700,3
475484,3.9,50570.0,15450,14800,7
306813,4.4,28975.0,15900,16400,1
207274,3.8,85221.0,9875,8300,7
111062,5.0,3521.0,24000,23300,0
549227,2.1,94912.0,7050,6500,8
276042,4.0,19748.0,12400,12500,1
297473,3.6,113156.0,3650,4200,10
496493,2.0,104109.0,9550,8000,8
4253,,136327.0,3875,3800,9
125448,4.4,16545.0,25300,24200,3
472780,2.0,135648.0,2800,800,9
217120,4.2,40807.0,9525,10300,3
478488,3.2,14194.0,21900,21000,2
126302,1.9,36154.0,18800,16300,3
265845,4.7,29959.0,12750,13400,2
70358,2.8,23882.0,11200,11400,2
533159,3.6,169021.0,1950,1700,12
453450,2.1,81052.0,2450,6300,16
469670,1.9,70318.0,5125,6100,14
535845,2.9,34240.0,26400,26000,3
169098,4.2,56102.0,31300,33750,4
61855,4.9,39756.0,24700,33000,10
253919,3.6,181092.0,3525,3900,9
139344,3.9,34384.0,12000,10900,3
57229,3.3,61752.0,11350,10600,2
345302,3.4,62187.0,24300,19200,3
61376,2.7,85426.0,4600,4400,5
380225,2.6,51590.0,9675,9500,2
199162,2.1,80443.0,5800,4300,7
417968,4.2,12294.0,15400,15700,1
84549,4.1,54242.0,10450,9900,2
67494,3.4,106065.0,4700,6400,12
219741,4.7,41831.0,30100,29000,3
279008,1.9,82133.0,2525,2100,7
123706,2.9,11466.0,13200,12400,3
61085,4.2,40957.0,7650,7600,9
226418,2.9,122060.0,1725,1700,14
208246,4.3,49097.0,11100,12000,3
240421,2.9,94938.0,5200,5000,5
381589,3.7,97516.0,6550,7700,6
169499,2.7,131335.0,12750,13400,7
92783,4.1,12459.0,25200,24500,1
10221,4.1,40268.0,19800,20300,2
362509,3.7,18224.0,32300,31000,0
477126,4.3,10524.0,15400,15300,1
448815,1.9,91235.0,10800,9500,6
70892,4.4,26403.0,12350,12500,3
415400,3.9,13993.0,13900,15000,3
156563,2.0,109326.0,2100,1800,11
367110,4.4,91408.0,6875,6600,9
405822,1.9,161246.0,2225,2800,14
165413,3.4,16513.0,16100,14700,1
218010,4.7,28751.0,17200,17800,1
295032,4.6,22809.0,15000,15500,3
546194,4.4,34100.0,12950,13000,2
290542,2.5,20733.0,17900,16800,4
462414,3.0,157478.0,3450,4600,15
375982,4.5,17438.0,18350,19900,4
446560,3.1,126294.0,7000,7800,6
187102,4.4,6462.0,18450,18500,1
127837,4.6,29932.0,61000,64000,2
312919,4.5,14591.0,24200,24000,0
285777,1.9,118544.0,7600,7300,8
335369,1.9,28497.0,11050,9000,2
498369,1.9,48478.0,13600,10900,6
202192,2.7,99782.0,11850,14000,6
515217,4.2,26987.0,7000,8400,2
39528,3.8,16299.0,22300,23000,2
428352,3.1,134611.0,2325,2800,7
81351,4.4,14429.0,15350,15700,3
259268,2.8,132822.0,3900,5100,9
333875,2.6,112662.0,7300,6450,10
329908,3.1,70401.0,10800,10800,6
287801,4.6,24042.0,34000,41400,2
11400,4.1,20741.0,17850,18000,2
322355,2.7,121912.0,16150,14700,6
468849,2.5,133517.0,3525,3800,5
243955,4.1,35919.0,10850,13900,4
466577,3.9,22244.0,15650,15100,1
304428,1.0,140979.0,700,400,19
261909,4.1,79299.0,7675,8500,8
550120,4.1,16943.0,12100,12500,1
415481,4.1,29361.0,13850,14200,4
412545,2.7,52725.0,10550,10000,2
194413,4.6,26228.0,10950,11800,3
446181,2.0,152180.0,2800,2300,13
460515,2.8,88756.0,7275,5800,4
140854,2.1,30128.0,12200,10400,3
212961,3.5,60438.0,21700,22750,4
415998,3.0,51658.0,11000,10100,3
273511,3.6,39913.0,13550,13800,2
436406,2.6,67104.0,10800,9000,5
371125,4.9,12094.0,12650,12000,1
95493,2.8,144050.0,13000,14200,7
40504,2.7,138629.0,2675,3200,11
183379,3.4,67822.0,13350,13300,1
373016,4.2,27919.0,24400,24500,2
350641,1.0,12081.0,14300,13600,0
356879,3.5,54544.0,12650,12500,2
42139,4.6,8902.0,11600,12700,1
377327,4.3,20459.0,22900,23300,2
191674,4.2,71502.0,14750,14500,1
25464,3.6,86130.0,2200,3700,12
297662,2.8,29756.0,12000,11800,3
109503,3.6,31629.0,17850,17800,3
398905,,28012.0,12000,9000,1
256323,4.4,7812.0,18500,18800,1
22082,4.2,59424.0,18900,20500,4
43705,2.7,122196.0,5350,6000,9
549965,2.5,134802.0,3050,3800,13
434608,3.7,30976.0,20400,17200,3
114477,3.7,33680.0,12500,12800,1
249356,3.6,97659.0,12300,12500,8
326192,4.9,11981.0,24800,24000,2
104005,3.9,34486.0,21700,21000,2
125831,3.2,20023.0,28700,26400,2
198316,2.9,32679.0,13400,13600,4
216593,2.1,18749.0,30100,27600,2
98055,1.9,85619.0,7650,5400,3
69306,3.6,35486.0,13900,14500,0
41162,4.2,29714.0,26600,27750,3
368458,2.2,78736.0,6425,4600,7
107942,4.3,24042.0,9025,9800,2
125377,1.9,50158.0,17300,15800,8
175488,3.5,109613.0,16200,14500,5
368243,4.3,39235.0,24400,25400,2
22493,3.1,72820.0,4800,6600,11
243397,4.2,41355.0,31600,30500,3
113515,3.7,48638.0,33900,34000,1
399069,4.1,5808.0,10450,12100,2
69767,3.9,37058.0,11350,11600,3
411853,3.6,87770.0,7050,8000,7
258089,3.7,12605.0,28900,28000,1
394895,4.4,15278.0,31800,30800,1
385448,3.5,27161.0,15700,14600,3
24188,4.2,8321.0,15100,12000,2
519464,4.6,127684.0,14800,12700,6
464925,2.0,137079.0,2550,2300,12
513238,3.9,69356.0,14650,18100,4
367202,3.5,20965.0,16050,15800,2
298994,1.9,131923.0,1750,1000,11
469483,2.3,173047.0,2450,2200,8
299528,3.6,97355.0,7950,7800,4
513457,2.7,56369.0,25000,24000,2
54610,2.5,53326.0,24400,25750,2
487781,4.9,17248.0,26700,27100,1
482202,3.5,19044.0,20500,19400,3
549519,3.5,29784.0,14700,15000,0
240737,1.9,166252.0,875,650,11
276408,3.5,62371.0,13450,13300,4
431524,1.9,185898.0,1525,1800,13
389915,3.7,87882.0,16750,15700,3
156397,1.9,113370.0,9025,5800,10
358812,4.5,11726.0,15050,15000,1
171678,2.0,142080.0,775,700,13
126869,3.0,17706.0,19800,19600,1
47459,2.7,148801.0,1525,2100,13
469067,1.9,114208.0,3425,2400,8
410312,5.0,5527.0,16150,16200,2
100371,4.6,23000.0,28500,27000,1
363011,4.3,77458.0,9275,11100,8
340187,2.4,89360.0,4075,4500,9
156795,1.9,156248.0,6875,5500,6
311000,1.9,105970.0,3975,2200,9
128641,2.3,175464.0,5075,2500,7
451191,3.6,102393.0,11650,11400,7
132023,4.1,49638.0,8875,10400,4
39426,4.0,36734.0,9450,9200,4
39608,3.9,39459.0,13050,13200,2
60178,3.7,50849.0,25100,29000,2
21200,2.2,102041.0,10750,10000,9
403454,2.5,173582.0,1925,2300,13
2253,4.6,94470.0,16650,13500,3
411921,3.5,207258.0,1550,2600,8
115358,4.3,56266.0,10500,12200,5
484963,4.8,26175.0,12200,12200,1
212482,4.1,35908.0,11400,11800,1
383351,4.0,53609.0,19600,17000,2
248117,1.9,117787.0,3675,2100,10
319202,3.5,39285.0,24400,24400,1
473867,4.6,23423.0,13450,12800,2
311829,4.4,19989.0,21100,24000,2
236643,,21337.0,15250,11200,0
413088,3.3,111177.0,15100,15300,8
473982,3.4,54321.0,9525,9400,2
354781,4.7,31593.0,28300,28250,3
512250,3.8,35305.0,17250,16000,3
164675,1.0,284768.0,175,725,14
462120,1.9,41178.0,13650,7800,2
202702,3.5,99672.0,8875,10500,3
26816,3.8,77892.0,9425,11000,6
216613,4.4,24551.0,45100,45100,2
351240,3.4,50536.0,17100,17000,3
326049,2.7,97362.0,3375,3200,11
479786,4.3,44235.0,11450,12600,3
488633,4.0,21633.0,19400,18900,1
324801,5.0,7763.0,32200,35000,1
40435,1.9,165895.0,4900,3400,10
470296,4.1,21399.0,15150,16600,3
217894,2.3,63157.0,11400,10600,3
239308,3.7,22394.0,12250,11300,0
96703,4.0,78280.0,12450,13500,4
323637,4.9,12429.0,22400,22500,1
354098,3.7,29402.0,10050,10000,2
194733,1.9,132603.0,1775,750,14
547759,2.8,17306.0,13150,13500,3
61453,3.3,75349.0,3900,3800,12
183503,4.7,6747.0,12100,12800,0
203596,3.4,34684.0,11050,10900,3
491867,1.9,1.0,3475,900,10
21415,2.8,141407.0,2000,1500,12
392419,4.6,47706.0,38800,37800,4
42005,2.5,135932.0,1450,1350,14
184445,4.4,11975.0,25300,26400,1
293459,3.7,29807.0,14550,15000,3
306220,3.3,152866.0,900,1005,15
322067,3.7,109539.0,6275,5300,10
63912,4.1,15360.0,22800,22000,3
312132,4.7,57081.0,11900,12800,2
371033,4.1,46243.0,12600,12200,2
295970,2.8,34693.0,26000,23500,2
464529,1.9,291366.0,600,1500,15
172091,4.1,75971.0,5325,6300,10
121988,4.0,39374.0,14200,15200,2
515821,4.8,4018.0,35300,34800,1
57726,3.4,65982.0,22600,25200,3
335006,4.8,36268.0,14150,14200,3
73393,3.1,45496.0,25500,26250,3
510961,4.1,16096.0,17100,15400,2
4130,2.8,158513.0,1950,1300,9
306998,4.8,13074.0,13050,15400,3
484466,1.9,85428.0,9475,7100,4
357873,2.5,32992.0,16850,15300,2
411869,3.5,93238.0,12450,13000,7
65562,4.8,21766.0,36600,38000,3
381149,2.5,27651.0,45900,42750,2
535642,2.7,146863.0,2325,1800,12
82750,4.1,15881.0,27700,27700,2
318205,3.1,45460.0,15600,16000,2
347449,3.8,15341.0,33300,33000,2
7988,,96228.0,8500,10700,5
176015,4.0,22349.0,22300,23400,1
480824,3.8,30430.0,12200,13300,3
486444,3.6,55039.0,16450,16800,2
520219,3.1,49912.0,11000,10500,2
530085,1.9,116020.0,9475,8800,13
473792,3.8,57110.0,9600,9900,2
238798,3.4,87228.0,2850,2500,12
199455,2.1,188162.0,5550,5300,8
499299,1.0,166860.0,2075,1800,10
61166,4.4,29511.0,42900,42800,1
344799,4.3,33620.0,11850,12900,3
234481,2.4,59829.0,7050,5500,8
12581,4.1,94229.0,8400,9750,7
162058,4.7,40456.0,13900,13300,3
69184,2.7,108057.0,5000,5700,9
295070,2.0,76130.0,14550,12200,5
138521,2.8,40122.0,13100,12000,3
52709,3.6,47736.0,17800,19500,4
442596,3.1,87473.0,4825,4300,5
303529,4.4,37378.0,15250,17500,2
171412,2.3,38631.0,24700,22400,3
43222,5.0,8349.0,23400,23100,0
163270,4.3,55418.0,20700,21700,8
81037,5.0,4034.0,18550,18000,1
119066,4.9,14031.0,57100,56200,-1
347758,3.5,81593.0,7925,10200,9
380082,3.1,43830.0,11750,8500,3
271150,3.0,135307.0,2175,1400,9
327804,3.9,26322.0,33900,26900,2
129129,2.8,21073.0,11850,11200,2
246271,2.4,27809.0,11200,10300,2
433500,,234389.0,1075,1700,14
444622,,259602.0,1100,2200,13
462939,2.5,141355.0,6025,6100,6
542059,2.1,79832.0,2125,2600,11
500247,1.9,128491.0,3150,4700,10
501183,3.8,39649.0,9300,9300,2
489701,4.2,22551.0,19200,20400,3
532767,2.9,71042.0,6425,6300,7
168634,2.8,20060.0,12500,10800,3
101468,4.8,50462.0,11250,13100,4
5439,3.8,8935.0,13650,13000,0
1428,3.7,54430.0,16200,16200,2
352155,2.9,47065.0,8275,8200,5
459160,1.9,58722.0,3375,2200,11
287522,3.4,82638.0,6675,7600,7
229145,3.9,106980.0,2225,2000,13
351204,3.0,99110.0,2600,2900,11
42074,2.0,142183.0,925,1600,19
158887,3.0,49639.0,9950,9600,2
366778,4.9,20557.0,23900,25600,2
33556,3.9,42271.0,20300,22000,3
390045,3.7,8422.0,20300,19000,2
220737,4.3,32957.0,21000,21500,3
455406,4.0,19861.0,12800,13900,3
230253,3.5,82986.0,7925,8300,5
153101,2.8,87933.0,2050,3200,15
523530,4.3,8506.0,29500,30600,1
76708,4.2,16424.0,23800,22800,1
272410,4.3,64723.0,13550,13300,3
56091,2.4,110656.0,1600,1750,14
387129,4.1,86785.0,2225,3600,9
350284,2.2,137808.0,2575,2800,14
440289,4.4,68602.0,15600,15900,4
120680,2.5,200423.0,3400,2400,10
285775,2.7,134571.0,6825,7200,8
481321,4.7,6350.0,25000,24400,2
471135,3.2,116573.0,4150,5300,10
509028,3.8,37282.0,10350,10500,2
358007,4.8,60167.0,15900,15500,2
480885,4.6,11841.0,12100,11800,1
491815,3.0,29454.0,27800,24750,2
79931,4.4,114777.0,16600,18500,6
318588,3.8,54705.0,10150,10600,2
129696,2.6,30087.0,16050,14500,4
330705,2.3,58353.0,14800,14800,4
200433,4.7,14263.0,20100,20600,0
331678,2.1,141459.0,2400,1700,10
197392,3.6,88750.0,18450,15600,5
283368,4.0,27497.0,14000,14000,1
375125,1.9,188608.0,1900,2200,9
338180,3.3,66524.0,6425,7200,5
65323,4.5,25516.0,19950,22000,1
388233,4.2,23981.0,19550,20000,1
103996,3.9,37655.0,24000,24500,2
500533,3.7,43387.0,40100,40000,1
418307,3.6,45728.0,12950,13900,4
504606,3.5,95225.0,12400,12900,5
375471,1.0,132805.0,1400,350,9
203935,3.2,54188.0,11100,9900,3
400946,3.5,74657.0,9275,12000,5
521074,3.7,44979.0,9825,9900,2
456966,2.1,210748.0,6225,3200,10
312510,4.2,34019.0,14150,15000,3
165145,4.2,24619.0,15050,16000,3
503764,3.9,38167.0,24500,25400,3
12789,4.6,11994.0,11050,12000,1
104662,4.4,7568.0,39900,41000,8
279293,3.6,20806.0,14800,14800,1
308031,4.0,29773.0,18400,18200,1
422515,4.7,53429.0,25100,26400,4
28992,2.0,39310.0,17050,14700,1
412977,3.3,113563.0,10900,10900,6
323269,3.7,58564.0,14650,13500,3
177552,3.7,96547.0,5775,8400,8
149567,1.9,61872.0,10450,9100,3
